"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"205476.Our_Town","Our Town","","Thornton Wilder, Donald Margulies (Foreword), Tappan Wilder (Afterword)","3.67","Our Town was first produced and published in 1938 to wide acclaim. This Pulitzer Prize-winning drama of life in the small village of Grover's Corners, an allegorical representation of all life, has become a classic. It is Thornton Wilder's most renowned and most frequently performed play.","English","9780060512637","['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Read For School', 'High School', 'Literature', 'Historical Fiction']","['Stage Manager', 'Mrs. Myrtle Webb', 'Mr. Charles Webb', 'George Gibbs', 'Emily Webb', 'Mrs. Julia Gibbs', 'Dr. Frank F. Gibbs', 'Simon Stimson', 'Joe Crowell, Jr.', 'Howie Newsome', 'Rebecca Gibbs', 'Wally Webb', 'Professor Willard', 'Woman in the Balcony', 'Man in the Auditorium', 'Lady in the Box', 'Mrs. Louella Soames', 'Constable Warren', 'Si Crowell', 'Three Baseball Players', 'Sam Craig', 'Joe Stoddard']","Paperback","","181","Harper Perennial Modern Classics","September 23rd 2003","10/28/38","['Pulitzer Prize for Drama (1938)', ""New York Drama Critics' Circle Award Nominee for Best American Play (1938)""]","43804","['11774', '13670', '12171', '4598', '1591']","86","[""Grover's Corners, New Hampshire (United States)"", 'New Hampshire (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442891231l/205476.jpg","2618","42",3.24
"12177850-a-song-of-ice-and-fire","A Song of Ice and Fire","A Song of Ice and Fire #1-5","George R.R. Martin","4.56","For the first time, all five novels in the epic fantasy series that inspired HBO's ""Game of Thrones ""are together in one boxed set. An immersive entertainment experience unlike any other, A Song of Ice and Fire has earned George R. R. Martin--dubbed ""the American Tolkien"" by ""Time"" magazine--international acclaim and millions of loyal readers. Now here is the entire monumental cycle: A GAME OF THRONESA CLASH OF KINGSA STORM OF SWORDSA FEAST OF CROWSA DANCE WITH DRAGONS Winter is coming. Such is the stern motto of House Stark, the northernmost of the fiefdoms that owe allegiance to King Robert Baratheon in far-off King's Landing. There Eddard Stark of Winterfell rules in Robert's name. There his family dwells in peace and comfort: his proud wife, Catelyn; his sons Robb, Brandon, and Rickon; his daughters Sansa and Arya; and his bastard son, Jon Snow. Far to the north, behind the towering Wall, lie savage Wildings and worse--unnatural things relegated to myth during the centuries-long summer, but proving all too real and all too deadly in the turning of the season.  Yet a more immediate threat lurks to the south, where Jon Arryn, the Hand of the King, has died under mysterious circumstances. Now Robert is riding north to Winterfell, bringing his queen, the lovely but cold Cersei, his son, the cruel, vainglorious Prince Joffrey, and the queen's brothers Jaime and Tyrion of the powerful and wealthy House Lannister--the first a swordsman without equal, the second a dwarf whose stunted stature belies a brilliant mind. All are heading for Winterfell and a fateful encounter that will change the course of kingdoms.  Meanwhile, across the Narrow Sea, Prince Viserys, heir of the fallen House Targaryen, which once ruled all of Westeros, schemes to reclaim the throne with an army of barbarian Dothraki--whose loyalty he will purchase in the only coin left to him: his beautiful yet innocent sister, Daenerys.""","English","9781780484259","['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'Dragons', 'Science Fiction', 'Epic Fantasy', 'Epic', 'Adult']","['Tyrion Lannister', 'Arya Stark', 'Khal Drogo', 'Aerys Targaryen II', 'Aegon Targaryen', 'Jon Snow', 'Jaime Lannister', 'Cersei Lannister', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Brienne of Tarth', 'Samwell Tarly', 'Arianne Martell', 'Victarion Greyjoy', 'Asha Greyjoy', 'Pyp', 'Tommen Baratheon', 'Brandon Stark', 'Catelyn Stark', 'Daenerys Targaryen', 'Robb Stark', 'Joffrey Baratheon', 'Tywin Lannister', 'Stannis Baratheon', 'Melisandre', 'Davos Seaworth', 'Lysa Arryn', 'Hodor', 'Sandor Clegane', 'Jorah Mormont', 'Grenn', 'Oswell Kettleback', 'Theon Greyjoy', 'Euron Greyjoy', 'Margaery Tyrell', 'Robert Baratheon', 'Ser Gregor Clegane', 'Qyburn', 'Lord Bronn', 'Walder Frey', 'Eddard Stark', 'Yara Greyjoy', 'Jory Cassel', 'Viserys Targaryen', 'Olenna Tyrell']","Mass Market Paperback","Re-Packaged Edition","5216","Zatpix","July 22nd 2011","10/28/00","[]","53233","['36854', '11677', '3118', '890', '694']","97","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339340118l/12177850.jpg","2616","35",""
"1428.By_the_River_Piedra_I_Sat_Down_and_Wept","By the River Piedra I Sat Down and Wept","On the Seventh Day #1","Paulo Coelho (Goodreads Author), Alan R. Clarke (Translator)","3.57","From Paulo Coelho, author of the bestselling The Alchemist, comes a poignant, richly poetic story that reflects the depth of love and life.Rarely does adolescent love reach its full potential, but what happens when two young lovers reunite after eleven years? Time has transformed Pilar into a strong and independent woman, while her devoted childhood friend has grown into a handsome and charismatic spiritual leader. She has learned well how to bury her feelings... and he has turned to religion as a refuge from his raging inner conflicts.Now they are together once again, embarking on a journey fraught with difficulties, as long-buried demons of blame and resentment resurface after more than a decade. But in a small village in the French Pyrenees, by the waters of the River Piedra, a most special relationship will be reexamined in the dazzling light of some of life’s biggest questions.","English","9780061122095","['Fiction', 'Romance', 'Philosophy', 'Novels', 'Spirituality', 'Contemporary', 'Inspirational', 'Literature', 'Love', 'Adult']","['Pilar', 'Elia', 'Brida']","Paperback","","208","HarperOne","May 23rd 2006","10/28/94","[]","87378","['21480', '26033', '25163', '10327', '4375']","83","['Spain']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466877798l/1428._SY475_.jpg","2613","35",3.53
"49599733-a-gracious-enemy-storytelleruk2019","A Gracious Enemy 'storytelleruk2019'","","Michael G. Kramer (Goodreads Author)","4.30","The full story of the three Indochina Wars. Including warts and all. The first was the Indochinese People fighting against the French colonists and their suppliers and allies from the USA. The second was the people of Indochina (Cambodia, Laos & Vietnam) fighting against an allied coalition force made up of Australia, New Zealand, South Korea, Thailand, South Vietnam and the USA. The Second Indochina War is usually referred to as the Vietnam War. This book examines the re-adjustment of Vietnamese society after the uprising of the Tay Son Brothers in 1770, their stopping of the Trin and Nguyen families oppression of the Vietnamese people. The coming of the Catholic Church and how this affected the people is examined. As well the activities of Pineau de Bahrain, who was a missionary and the Bishop of Adran - he did much to ensure the French takeover of the majority of South East Asia. That was followed by the French takeover and full colonisation and rule by France. To better control the people, the French forbade the use of Chinese characters in writing and transcribed the entire Vietnamese language into the Latin alphabet, which was then taught in all schools. During WW2, Asian people saw that the Caucasian people could be beaten, That resulted in the First Indochina War, which ended with the French defeat at Dien Bien Phu. The Second Indochina War ended in 1975 with the withdrawal of the last American soldier from Vietnam. The Third Indochina War ended when the Vietnamese Army invaded Kampuchea, resulting in Vietnamese tanks entering its capital while the Pol Pot administration fled into the jungle.","","9999999999999","['Drama', 'Book Club', 'Contemporary', 'Novels', 'Epic', 'Fiction']","[]","Kindle Edition","","503","","July 10th 2019","","[]","6162","['2808', '2744', '333', '217', '60']","96","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563012029l/49599733._SX318_SY475_.jpg","2608","28",""
"234184.Stone_of_Tears","Stone of Tears","Sword of Truth #2","Terry Goodkind","4.09","In Wizard's First Rule, Richard Cypher's world was turned upside down. Once a simple woods guide, Richard was forced to become the Seeker of Truth, to save the world from the vile dominance of Darken Rahl, the most viciously savage and powerful wizard the world had ever seen. He was joined on this epic quest by his beloved Kahlan, the only survivor among the Confessors, who brought a powerful but benevolent justice to the land before Rahl's evil scourge. Aided by Zedd, the last of the wizards who opposed Rahl, they were able to cast him into the underworld, saving the world from the living hell of life under Rahl.But the veil to the underworld has been torn, and Rahl, from beyond the veil, begins to summon a sinister power more dreadful than any he has wielded before. Horrifying creatures escape through the torn veil, wreaking havoc on the unsuspecting world above.If Rahl isn't stopped, he will free the Keeper itself, an evil entity whose power is so vast and foul that once freed, it can never again be contained.Richard and Kahlan must face Rahl and the Keeper's terrible minions. But first, Richard must endure the ministrations of the Sisters of the Light, or die from the pain of magic that is his birthright and his curse. While Richard undertakes the arduous journey to the forbidden city of the Sisters, Kahlan must embark upon a long and dangerous mission to Aydindril, citadel of the old wizards, where she hopes to find Zedd and the help only he can lend to their desperate cause.War, suffering, torture, and deceit lie in their paths, and nothing will save them from a destiny of violent death, unless their courage and faith are joined with luck and they find the elusive...Stone of Tears.","English","9780312857066","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Adventure', 'Romance', 'Adult', 'Epic']","['Richard Cypher', 'Kahlan Amnell', ""Zeddicus Zu'l Zorander""]","Hardcover","","703","Tor Books","September 15th 1995","","['Locus Award Nominee for Best Fantasy Novel (1996)', 'SFBC Award Nominee for Book of the Year (1996)']","105852","['43598', '37690', '17698', '4621', '2245']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478930875l/234184.jpg","2602","33",7.97
"139253.The_House_on_Mango_Street","The House on Mango Street","","Sandra Cisneros","3.65","Acclaimed by critics, beloved by readers of all ages, taught everywhere from inner-city grade schools to universities across the country, and translated all over the world, The House on Mango Street is the remarkable story of Esperanza Cordero. Told in a series of vignettes – sometimes heartbreaking, sometimes deeply joyous–it is the story of a young Latina girl growing up in Chicago, inventing for herself who and what she will become. Few other books in our time have touched so many readers.","English","9780679734772","['Fiction', 'Young Adult', 'Classics', 'Short Stories', 'School', 'Coming Of Age', 'Read For School', 'Realistic Fiction', 'Contemporary', 'Poetry']","['Esperanza', 'Nenny']","Paperback","25th Anniversary Edition","110","Vintage","April 3rd 2009","10/28/84","['American Book Award (1985)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1994)""]","125638","['30475', '43309', '34883', '11915', '5056']","86","['Chicago, Illinois (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348245688l/139253.jpg","2602","36",3.1
"7673244-carnal","Carnal: Somewhere Over 40 Winks","","Rom LcO'Feer","3.77","Have you heard of a place called Mong where the dream world intersects with the real world? At Mong, rules are easily bent and intuition often overwhelms logic. Desires go out of control and wishes come true in wrong ways. Once captured, monsters and villains from Mong are sent to the prison of Nightmare. A hideous serial killer manages to break out of the jail into the real world, terrifying the earthlings. A reporter from an obscure magazine company hunts the killer doggedly. Or is it the other way around? He has to find the clues about the killer before his girlfriend becomes the next victim. Time is dashing forward. In desperation, the reporter decides to cross the border of no return and climbs down into Mong. Little did he know what's waiting for him at that murky place.","English","9780557110292","['Psychology']","[]","Paperback","","222","Lulu.com","September 16th 2009","10/28/09","[]","133","['55', '29', '23', '16', '10']","80","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347312513l/7673244.jpg","2600","26",13.54
"1305.Gates_of_Fire","Gates of Fire","","Steven Pressfield (Goodreads Author)","4.40","In 480 B.C., two million Persian invaders come to the mountain pass of Thermopylae in eastern Greece, where they are met by 300 of Sparta's finest warriors. The Greek loyalists battle for six days in a prelude to their ultimate victory.","English","9780553383683","['Historical Fiction', 'Fiction', 'War', 'Historical', 'Military Fiction', 'Novels', 'Greece', 'Fantasy', 'Literature', 'Ancient History']","['Leonidas', 'Xerxes I of Persia']","Paperback","","392","Bantam","September 27th 2005","10/20/98","[]","29214","['16784', '8517', '3019', '630', '264']","97","['Greece', 'Thermopylae']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924869l/1305.jpg","2598","28",3.85
"91981.The_Dragonbone_Chair","The Dragonbone Chair","Memory, Sorrow, and Thorn #1","Tad Williams (Goodreads Author)","3.94","A war fueled by the powers of dark sorcery is about to engulf the peaceful land of Osten Ard—for Prester John, the High King, lies dying. And with his death, the Storm King, the undead ruler of the elf-like Sithi, seizes the chance to regain his lost realm through a pact with the newly ascended king. Knowing the consequences of this bargain, the king’s younger brother joins with a small, scattered group of scholars, the League of the Scroll, to confront the true danger threatening Osten Ard.  Simon, a kitchen boy from the royal castle unknowingly apprenticed to a member of this League, will be sent on a quest that offers the only hope of salvation, a deadly riddle concerning long-lost swords of power. Compelled by fate and perilous magics, he must leave the only home he’s ever known and face enemies more terrifying than Osten Ard has ever seen, even as the land itself begins to die. After the landmark Memory, Sorrow, and Thorn trilogy, the epic saga of Osten Ard continues with the brand-new novel, The Heart of What Was Lost. Then don’t miss the upcoming trilogy, The Last King of Osten Ard, beginning with The Witchwood Crown!","English","9780756402693","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Dragons', 'Epic', 'Magic', 'Adult']","[]","Paperback","","672","DAW","March 2005","10/25/88","[]","63023","['22395', '22087', '12867', '3814', '1860']","91","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477417642l/91981._SY475_.jpg","2596","33",6.99
"13927.Son_of_the_Shadows","Son of the Shadows","Sevenwaters #2","Juliet Marillier (Goodreads Author)","4.33","After years of comparative peace, darkness has fallen upon Ulster. Trouble is brewing and even those in the heart of the forest are not safe. Niamh, elder daughter of Sorcha, is required to make a strategic marriage, while her sister Liadan, who has the gift of Sight and her mother’s talent for healing, finds herself drawn into the shadowy world of the Painted Man and his warrior band. There Liadan begins a journey that is to transform her life.","English","9780765343260","['Fantasy', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Magic', 'Adult', 'Historical Fantasy', 'Young Adult', 'Science Fiction Fantasy']","['Hugh of Harrowfield', 'Bran', 'Sorcha', 'Fat Janis', 'Niamh', 'Ciaran', 'Liadan']","Mass Market Paperback","","608","Tor Books","June 17th 2002","09/01/00","['Aurealis Award for Best Fantasy Novel (2000)']","27955","['14255', '9461', '3535', '563', '141']","97","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602021932l/13927._SY475_.jpg","2589","31",3.37
"16155612-the-orb-of-truth","The Orb of Truth","The Horn King #1","Brae Wyckoff (Goodreads Author)","3.76","In the hundreds of years since the Holy City disappeared, darkness has fallen over the land. Human kingdoms have seized control of the realm, scattering the other races into hiding.Bridazak, a skilled thief, and his friends, a Dwarf and a fellow Ordakian, have dared to remain within the human communities and live relatively quiet lives, until they discover a mysterious, magical artifact. The three friends are thrust into an adventure that will challenge their faith, their purpose, and their destiny as they chase a forgotten and lost prophecy across the realm of Ruauck-El, where they hope to discover the origins of the strange item and their place in its history.An ancient, unknown enemy threatens the completion of their journey at every turn. Bridazak is about to face the biggest adventure of his life, one that may change the known realm, and answer the questions he has carried all his life. Will they unlock the truth?","English","9781479313266","['Fantasy', 'Fiction', 'Christian', 'Christian Fiction', 'High Fantasy', 'Epic Fantasy', 'Christian Fantasy']","[]","Paperback","","242","LR Publishing","November 17th 2012","","[]","290","['124', '65', '41', '27', '33']","79","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353213243l/16155612.jpg","2585","26",13.23
"1249630.Os_Maias","Os Maias","","Eça de Queirós, Ester de Lemos (Introdução)","4.02","Biblioteca Ulisseia de Autores Portugueses #15Os Maias é uma das obras mais conhecidas do escritor português Eça de Queiroz. O livro foi publicado no Porto em 1888. A acção de Os Maias passa-se em Lisboa, na segunda metade do século XIX, e apresenta-nos a história de três gerações da família Maia. A acção inicia-se no Outono de 1875, quando Afonso da Maia, nobre e pobre proprietário, se instala no Ramalhete com o neto recém formado em Medicina. Neste momento faz-se uma longa descrição da casa - ""O Ramalhete,"" cujo nome tem origem num painel de azulejos com um ramo de girassóis, e não em algo fresco ou campestre, tal como o nome nos remete a pensar. Afonso da Maia era o personagem mais simpático do romance e aquele que o autor mais valorizou, pois não se lhe conhecem defeitos. É um homem de carácter, culto e requintado nos gostos. Em jovem aderiu aos ideais do Liberalismo e foi obrigado, por seu pai, a sair de casa e a instalar-se em Inglaterra. Após o pai falecer regressa a Lisboa para casar com Maria Eduarda Runa, mas pouco tempo depois escolhe o exílio por razões de ordem política. Há em Os Maias um retrato da Lisboa da epóca. Carlos, que mora na Rua das Janelas Verdes, caminha com frequência até ao Rossio (embora, por vezes, vá a cavalo ou de carruagem). Algumas das lojas citadas no livro ainda existem - a Casa Havaneza, no Chiado, por exemplo. É possível seguir os diferentes percursos de Carlos ou do Ega pelas suas da Baixa lisboeta, ainda que algumas tenham mudado de nome. No final do livro, quando Carlos volta a Lisboa muitos anos depois, somos levados a ver as novidades - a Avenida da Liberdade, que substituiu o Passeio Público, e que é descrita como uma coisa nova, e feia pela sua novidade, exactamente como nos anos 70 se falava das casas de emigrante. O romance veicula sobre o país uma perspectiva muito derrotista, muito pessimista. Tirando a natureza (o Tejo, Sintra, Santa Olávia...), é tudo uma choldra ignóbil. Predomina uma visão de estrangeirado, de quem só valoriza as civilizações superiores - da França e Inglaterra, principalmente. Os políticos são mesquinhos, ignorantes ou corruptos (Gouvarinho, Sousa Neto...); os homens das Letras sao boémios e dissolutos, retrógrados ou distantes da realidade concreta (Alencar, Ega...: lembre-se o que se passou no Sarau do Teatro da Trindade); os jornalistas boémios e venais (Palma...); os homens do desporto não conseguem organizar uma corrida de cavalos, pois não há hipódromo à altura, nem cavalos, nem cavaleiros, as pessoas não vestem como o evento exigia, as senhoras traziam vestidos de missa. Para cúmulo de tudo isto, os protagonistas acabam vencidos da vida. Apesar de ser isto referido no fim do livro, pode-se ver que ainda há alguma esperanca implícita, nas passagens em que Carlos da Maia e João da Ega dizem que o apetite humano é a causa de todos os seus problemas e que portanto nunca mais terão apetites, mas logo a seguir dizem que lhes está a apetecer um ""prato de paio com ervilhas,"" ou quando dizem que a pressa não leva a nada e que a vida deve ser levada com calma mas começam a correr para apanhar o americano (eléctrico). Mais do que crítica de costumes, o romance mostra-nos um país - sobretudo Lisboa - que se dissolve, incapaz de se regenerar. Quando o autor escreve mais tarde A Cidade e as Serras, expõe uma atitude muito mais construtiva: o protagonista regenera-se pela descoberta das raízes rurais ancestrais não atingidas pela degradação da civilização, num movimento inverso ao que predomina n'Os Maias.","Portuguese","9789725681367","['Classics', 'Portuguese Literature', 'Fiction', 'Romance', 'Portugal', 'School', 'Literature', '19th Century', 'Historical Fiction', 'Novels']","['Carlos da Maia', 'João da Ega', 'Maria Eduarda', 'Afonso da Maia', 'Maria Monforte', 'Eusébiozinho', 'Alencar', 'Conde de Gouvarinho', 'Sousa Neto', 'Palma Cavalão', 'Dâmaso Salcede', 'Steinbroken', 'Cohen', 'Craft', 'Condessa de Gouvarinho', 'Cruges', 'Tancredo', 'Sr. Guimarães', 'Rufino']","Paperback","","681","Verbo","April 2003","10/28/88","['PEN Translation Prize for Margaret Jull Costa (2008)', 'Oxford-Weidenfeld Translation Prize (2008)']","17143","['6235', '6476', '3205', '925', '302']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362526641l/1249630.jpg","2584","30",1.64
"10589.Bag_of_Bones","Bag of Bones","","Stephen King (Goodreads Author)","3.90","Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed here—and what do they want of Mike Noonan?It is no secret that King is one of our most mesmerizing storytellers. In Bag of Bones, he proves to be one of our most moving as well.(back cover)","English","9780671024239","['Horror', 'Fiction', 'Thriller', 'Mystery', 'Fantasy', 'Paranormal', 'Suspense', 'Supernatural', 'Ghosts', 'Adult']","['Mike Noonan', 'Mattie Devore', 'Kyra Devore', 'Max Devore', 'Jo Noonan', 'Sara Tidwell']","Mass Market Paperback","US / CAN Edition","736","Simon & Schuster Inc","June 1999","09/22/98","['Bram Stoker Award for Best Novel (1998)', 'Locus Award for Best Dark Fantasy/Horror Novel (1999)', 'British Fantasy Award for Best Novel (1999)']","173166","['57394', '58818', '42719', '11113', '3122']","92","['Derry, Maine (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365592796l/10589.jpg","2582","45",1.59
"13836.Wild_Magic","Wild Magic","The Immortals #1","Tamora Pierce (Goodreads Author)","4.29","Young Daine's knack with horses gets her a job helping the royal horsemistress drive a herd of ponies to Tortall. Soon it becomes clear that Daine's talent, as much as she struggles to hide it, is downright magical. Horses and other animals not only obey, but listen to her words. Daine, though, will have to learn to trust humans before she can come to terms with her powers, her past, and herself.","English","9781416903437","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy', 'Dragons', 'Science Fiction Fantasy', 'Teen']","['Veralidaine Sarrasri', 'Numair Salmalín', 'Alanna of Trebond', 'George Cooper', 'Jonathan of Conte', 'Onua Chamtong']","Paperback","","362","Simon Pulse","June 1st 2005","12/01/92","[]","72556","['37279', '22682', '9735', '1914', '946']","96","['Tortall']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192590l/13836._SY475_.jpg","2581","38",5.26
"6091075-so-long-and-thanks-for-all-the-fish","So Long, and Thanks for All the Fish","The Hitchhiker's Guide to the Galaxy #4","Douglas Adams","4.10","Back on Earth with nothing more to show for his long, strange trip through time and space than a ratty towel and a plastic shopping bag, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription, the mysterious disappearance of Earth's dolphins, and the discovery of his battered copy of The Hitchhiker's Guide to the Galaxy all conspire to give Arthur the sneaking suspicion that something otherworldly is indeed going on. . . .God only knows what it all means. And fortunately, He left behind a Final Message of explanation. But since it's light-years away from Earth, on a star surrounded by souvenir booths, finding out what it is will mean hitching a ride to the far reaches of space aboard a UFO with a giant robot. But what else is new?","English","B001OF5F1E","['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics', 'Audiobook', 'Novels', 'Adventure']","['Arthur Dent', 'Ford Prefect', 'Marvin, the paranoid android', 'Fenchurch', 'Russell', 'Rob McKenna', 'John Watson (Wonko the Sane)', 'Know Nothing Bozo', 'Will Smithers', 'Murray Bost Henson', 'Enid Kapelsen', 'Arcane Jill Watson', 'Blart Versenwald III']","Kindle Edition","","225","Del Rey","December 25th 2008","10/12/84","[]","143443","['56334', '51869', '28753', '5641', '846']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873354l/6091075.jpg","2580","43",""
"2161733.Child_44","Child 44","Leo Demidov #1","Tom Rob Smith","4.09","MGB officer Leo is a man who never questions the Party Line. He arrests whomever he is told to arrest. He dismisses the horrific death of a young boy because he is told to, because he believes the Party stance that there can be no murder in Communist Russia. Leo is the perfect soldier of the regime. But suddenly his confidence that everything he does serves a great good is shaken. He is forced to watch a man he knows to be innocent be brutally tortured. And then he is told to arrest his own wife. Leo understands how the State works: Trust and check, but check particularly on those we trust. He faces a stark choice: his wife or his life. And still the killings of children continue...","English","9780446402392","['Fiction', 'Historical Fiction', 'Mystery', 'Thriller', 'Crime', 'Russia', 'Historical', 'Mystery Thriller', 'Audiobook', 'Suspense']","['Leo Demidov', 'Vasili Nikitin', 'Maj. Kuzmin', 'Raisa Demidov', 'Dr. Zarubin']","Mass Market Paperback","","509","Grand Central Publishing","April 1st 2009","03/03/08","['Booker Prize Nominee for Longlist (2008)', 'Barry Award for Best First Novel (2009)', 'Anthony Award Nominee for Best First Novel (2009)', 'Dilys Award Nominee (2009)', 'Galaxy British Book Awards for New Writer of the Year (2009)', 'ITW Thriller Award for Best First Novel (2009)', 'Los Angeles Times Book Prize', 'Strand Critics Award  for Best First Novel (2008)', 'CWA Ian Fleming Steel Dagger (2008)', 'Desmond Elliott Prize Nominee (2008)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (2009)', 'Japan Adventure Fiction Association Prize 日本冒険小説協会大賞特別賞 for Best Translated Novel (2008)', 'Theakston Old Peculier Crime Novel of the Year Nominee for Shortlist (2010)']","75155","['27614', '31610', '12042', '2645', '1244']","95","['Rostov-on-Don (Russian Federation)', 'Moscow (Russian Federation)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326549060l/2161733.jpg","2577","32",3.96
"27037.Confessions","Confessions","","Augustine of Hippo, Henry Chadwick (Translator/Introduction), Albert Cook Outler (Translator)","3.92","Augustine's Confessions is one of the most influential and most innovative works of Latin literature. Written in the author's early forties in the last years of the fourth century A.D. and during his first years as a bishop, they reflect on his life and on the activity of remembering and interpreting a life. Books I-IV are concerned with infancy and learning to talk, schooldays, sexual desire and adolescent rebellion, intense friendships and intellectual exploration. Augustine evolves and analyses his past with all the resources of the reading which shaped his mind: Virgil and Cicero, Neoplatonism and the Bible. This volume, which aims to be usable by students who are new to Augustine, alerts readers to the verbal echoes and allusions of Augustine's brilliant and varied Latin, and explains his theological and philosophical questioning of what God is and what it is to be human. The edition is intended for use by students and scholars of Latin literature, theology and Church history.","English","9780192833723","['Philosophy', 'Classics', 'Religion', 'Theology', 'Nonfiction', 'Biography', 'Christian', 'Christianity', 'History', 'Spirituality']","['Augustine of Hippo', 'Ambrose']","Paperback","Oxford World's Classics","341","Oxford University Press","June 25th 1998","10/28/00","[]","47070","['17868', '14456', '9672', '3342', '1732']","89","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266454051l/27037.jpg","2577","40",3.13
"6614960-house-rules","House Rules","","Jodi Picoult (Goodreads Author)","4.02","When your son can't look you in the eye...does that mean he's guilty? Jacob Hunt is a teen with Asperger's syndrome. He's hopeless at reading social cues or expressing himself well to others, though he is brilliant in many ways. But he has a special focus on one subject - forensic analysis. A police scanner in his room clues him in to crime scenes, and he's always showing up and telling the cops what to do. And he's usually right.But when Jacob's small hometown is rocked by a terrible murder, law enforcement comes to him. Jacob's behaviors are hallmark Asperger's, but they look a lot like guilt to the local police. Suddenly the Hunt family, who only want to fit in, are directly in the spotlight. For Jacob's mother, Emma, it's a brutal reminder of the intolerance and misunderstanding that always threaten her family. For his brother, Theo, it's another indication why nothing is normal because of Jacob.And over this small family, the soul-searing question looms: Did Jacob commit murder?","English","9780743296434","['Fiction', 'Mystery', 'Contemporary', 'Adult Fiction', 'Adult', 'Chick Lit', 'Drama', 'Aspergers', 'Realistic Fiction', 'Family']","['Emma Hunt', 'Theo Hunt', 'Jacob Hunt', 'Rich Matson', 'Oliver Bond', 'Jess Ogilvy', 'Mark Maguire', 'Judge Cuttings', 'Helen Sharp']","Hardcover","","532","Atria Books","March 2nd 2010","","['Goodreads Choice Award Nominee for Favorite Book and for Fiction (2010)']","148019","['51325', '58495', '29947', '6557', '1695']","94","['Vermont (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290479868l/6614960.jpg","2576","33",4.55
