"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"2595138-the-gargoyle","The Gargoyle","","Andrew Davidson (Goodreads Author)","3.97","An extraordinary debut novel of love that survives the fires of hell and transcends the boundaries of time.The narrator of The Gargoyle is a very contemporary cynic, physically beautiful and sexually adept, who dwells in the moral vacuum that is modern life. As the book opens, he is driving along a dark road when he is distracted by what seems to be a flight of arrows. He crashes into a ravine and suffers horrible burns over much of his body. As he recovers in a burn ward, undergoing the tortures of the damned, he awaits the day when he can leave the hospital and commit carefully planned suicide—for he is now a monster in appearance as well as in soul. A beautiful and compelling, but clearly unhinged, sculptress of gargoyles by the name of Marianne Engel appears at the foot of his bed and insists that they were once lovers in medieval Germany. In her telling, he was a badly injured mercenary and she was a nun and scribe in the famed monastery of Engelthal who nursed him back to health. As she spins their tale in Scheherazade fashion and relates equally mesmerizing stories of deathless love in Japan, Iceland, Italy, and England, he finds himself drawn back to life—and, finally, in love. He is released into Marianne's care and takes up residence in her huge stone house. But all is not well. For one thing, the pull of his past sins becomes ever more powerful as the morphine he is prescribed becomes ever more addictive. For another, Marianne receives word from God that she has only twenty-seven sculptures left to complete—and her time on earth will be finished. Already an international literary sensation, the Gargoyle is an Inferno for our time. It will have you believing in the impossible.","English","9780385524940","['Fiction', 'Fantasy', 'Historical Fiction', 'Romance', 'Historical', 'Contemporary', 'Adult', 'Gothic', 'Paranormal', 'Adult Fiction']","['Marianne Engel']","Paperback","","468","Doubleday","01/01/08","","['Sunburst Award for Canadian Novel (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","43480","['16313', '14786', '8244', '2848', '1289']","90","['North America', 'Germany', 'Japan', 'England', 'Italy', 'Iceland (country)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368598513l/2595138.jpg","9130","111",3.25
"186190.Forrest_Gump","Forrest Gump","Forrest Gump #1","Winston Groom","4.06","At 6'6"" and 240lbs, Forrest Gump is difficult to ignore. This satire follows him from the football dynasties of Bear Bryant to Vietnam, and from encounters with Presidents Johnson and Nixon to pow-wows with Chairman Mao. It also takes in Harvard University, a Hollywood set, and a NASA mission.""Forrest Gump is line bred out of Voltaire and Huck Finn; its humour is wild and coarse, a satire right on the money. It is not the less honest for being so funny, for bringing the woebegone archangels of our culture and history to judgement. Anyone who doesn't read this book deserves to spend the winter in North Dakota"" (Jim Harrison)""A superbly controlled satire"" (The Washington Post)""Rollicking, bawdy... A good time... Poking fun at everything"" (People)""Winston Groom has created the ideal citizen for the modern world - a perfect idiot"" (P.J. O'Rourke)""Joyously madcap"" (Publishers Weekly)","English","9780743453257","['Fiction', 'Humor', 'Historical Fiction', 'Classics', 'Media Tie In', 'Novels', 'Drama', 'Adventure', 'Contemporary', 'Historical']","['Forrest Gump', 'Lieutenant Dan Taylor', 'Forrest Gump Jnr', 'Jenny Curran']","Paperback","","248","Washington Square Press","10/01/02","12/31/86","[]","59758","['26117', '18105', '10112', '3641', '1783']","91","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197l/186190.jpg","9120","145",6.1
"334176.The_Sparrow","The Sparrow","The Sparrow #1","Mary Doria Russell (Goodreads Author)","4.13","In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be ""human"".","English","9780449912553","['Science Fiction', 'Fiction', 'Fantasy', 'Religion', 'Science Fiction Fantasy', 'Speculative Fiction', 'Aliens', 'Adult', 'Book Club', 'Novels']","['Emilio Sandoz', 'Jimmy Quinn', 'Vincenzo Giuliani', 'John Candotti', 'Johannes Voelker', 'Edward Behr', 'Sofia Mendez', 'Anne Edwards', 'George Edwards', 'Alan Pace', 'Felipe Reyes', 'D.W. Yarbrough', 'Marc Robichaux', 'Supaari', 'Askama', 'Hlavin Kitheri']","Paperback","","516","Ballantine Books","09/08/97","10/28/96","['Arthur C. Clarke Award (1998)', 'Kurd-Laßwitz-Preis for Foreign Novel (2001)', 'British Science Fiction Association Award for Best Novel (1997)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1997)', 'James Tiptree Jr. Award (1996)', 'Puddly Award for Science Fiction (2001)']","63300","['28795', '20789', '8658', '3217', '1841']","92","['Borgo Santo Spirito, Rome (Italy)', 'Arecibo (Puerto Rico)', 'Naples (Italy)', 'San Juan (Puerto Rico)', 'Rakhat']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367l/334176._SY475_.jpg","9111","111",3.1
"19057.I_Am_the_Messenger","I Am the Messenger","","Markus Zusak (Goodreads Author), Emmanuel Pailler","4.05","protect the diamondssurvive the clubsdig deep through the spadesfeel the heartsEd Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robbery.That's when the first ace arrives in the mail.That's when Ed becomes the messenger.Chosen to care, he makes his way through town helping and hurting (when necessary) until only one question remains: Who's behind Ed's mission?","English","9780375836671","['Young Adult', 'Fiction', 'Mystery', 'Contemporary', 'Realistic Fiction', 'Teen', 'Audiobook', 'Australia', 'Adult', 'Coming Of Age']","['Audrey', 'Ed Kennedy', 'Milla Johnson', 'Marvin Harris', 'Ritchie Sánchez']","Paperback","","357","Alfred A. Knopf Borzoi Books","05/09/06","01/10/02","[""New South Wales Premier's Literary Award for Ethel Turner Prize for Young People's Literature (2003)"", ""Children's Book Council of Australia Award for Book of the Year: Older Readers (2003)"", 'Michael L. Printz Award Nominee (2006)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2007)', 'Lincoln Award Nominee (2009)', 'Goldener Lufti (2006)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2007)', 'Margaret A. Edwards Award (2014)']","136520","['52359', '50167', '25048', '6582', '2364']","93","['Australia']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261l/19057.jpg","9085","107",4.35
"32075671-the-hate-u-give","The Hate U Give","The Hate U Give #1","Angie Thomas (Goodreads Author)","4.52","An alternate cover edition of ISBN 9780062498533 can be found here.Sixteen-year-old Starr Carter moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Khalil was unarmed.Soon afterward, his death is a national headline. Some are calling him a thug, maybe even a drug dealer and a gangbanger. Protesters are taking to the streets in Khalil’s name. Some cops and the local drug lord try to intimidate Starr and her family. What everyone wants to know is: what really went down that night? And the only person alive who can answer that is Starr.But what Starr does—or does not—say could upend her community. It could also endanger her life.Inspired by the Black Lives Matter movement, this is a powerful and gripping YA novel about one girl's struggle for justice.","English","9780062498533","['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice', 'Teen', 'Young Adult Contemporary', 'African American']","['Khalil', 'Starr', 'Seven']","Hardcover","","444","Balzer + Bray","02/28/17","","[""National Book Award Nominee for Young People's Literature (2017)"", 'Odyssey Award (2018)', 'William C. Morris YA Debut Award (2018)', 'Los Angeles Times Book Prize Nominee for Young Adult Literature (2017)', 'Edgar Award Nominee for Best Young Adult (2018)', 'Michael L. Printz Award Nominee (2018)', 'Rhode Island Teen Book Award (2019)', 'Evergreen Teen Book Award Nominee for High School (2020)', 'Coretta Scott King Book Award Nominee for Author Honor (2018)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2018)', 'Amelia Elizabeth Walden Award (2018)', 'Boston Globe-Horn Book Award for Fiction (2017)', 'Lincoln Award (2019)', ""Waterstones Children's Book Prize for Overall and Older Fiction (2018)"", ""Kirkus Prize Nominee for Young Readers' Literature (2017)"", 'Goodreads Choice Award for Young Adult Fiction & for Debut Goodreads Author (2017) and for Best of the Best  (2018)', 'Carnegie Medal Nominee (2018)', 'NAACP Image Award Nominee for Youth/Teens (2018)']","503674","['319950', '139056', '34099', '6668', '3901']","98","['United States of America', 'Garden Heights']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759l/32075671._SY475_.jpg","9053","101",7.63
"15745950-walking-disaster","Walking Disaster","Beautiful #2","Jamie McGuire (Goodreads Author)","4.20","How much is too much to love? Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.Finally, the highly anticipated follow-up to the New York Times bestseller Beautiful Disaster.Can you love someone too much?Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.In Walking Disaster, the life of Travis is full of fast women, underground gambling, and violence. But just when he thinks he is invincible, Abby Abernathy brings him to his knees.Every story has two sides. In Beautiful Disaster, Abby had her say. Now it’s time to see the story through Travis’s eyes.","English","9781476712987","['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Fiction', 'Chick Lit', 'Fighters', 'Love']","['Abby Abernathy', 'Travis Maddox']","Paperback","Original Edition","448","Atria Books","04/02/13","","['Goodreads Choice Award Nominee for Romance (2013)']","166909","['83203', '48727', '24084', '7299', '3596']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368l/15745950.jpg","9033","112",4.55
"10140661-gabriel-s-inferno","Gabriel's Inferno","Gabriel's Inferno #1","Sylvain Reynard (Goodreads Author)","4.00","Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.When the sweet and innocent Julia Mitchell enrolls as his graduate student, his attraction and mysterious connection to her not only jeopardizes his career, but sends him on a journey in which his past and his present collide.An intriguing and sinful exploration of seduction, forbidden love and redemption, ""Gabriel's Inferno"" is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible...forgiveness and love.","English","9781936305629","['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'New Adult', 'College', 'Fiction', 'Erotic Romance', 'Chick Lit']","['Gabriel Emerson', 'Julianne Mitchell']","Paperback","","506","Omnific Publishing","04/04/11","04/01/11","['Goodreads Choice Award Nominee for Romance and for Goodreads Author (2011)']","144077","['63451', '40041', '24319', '9846', '6420']","89","['Toronto, Ontario (Canada)', 'Florence (Italy)', 'Selinsgrove, Pennsylvania (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301789770l/10140661.jpg","9030","105",13.6
"6050298-dreamfever","Dreamfever","Fever #4","Karen Marie Moning (Goodreads Author)","4.41","MacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Master’s spell.…In New York Times bestselling author Karen Marie Moning’s stunning new novel, the walls between human and Fae worlds have come crashing down. And as Mac fights for survival on Dublin’s battle-scarred streets, she will embark on the darkest—and most erotically charged—adventure of her life.He has stolen her past, but MacKayla will never allow her sister’s murderer to take her future. Yet even the uniquely gifted sidhe-seer is no match for the Lord Master, who has unleashed an insatiable sexual craving that consumes Mac’s every thought—and thrusts her into the seductive realm of two very dangerous men, both of whom she desires but dares not trust. As the enigmatic Jericho Barrons and the sensual Fae prince V’lane vie for her body and soul, as cryptic entries from her sister’s diary mysteriously appear and the power of the Dark Book weaves its annihilating path through the city, Mac’s greatest enemy delivers a final challenge.…It’s an invitation Mac cannot refuse, one that sends her racing home to Georgia, where an even darker threat awaits. With her parents missing and the lives of her loved ones under siege, Mac is about to come face-to-face with a soul-shattering truth—about herself and her sister, about Jericho Barrons…and about the world she thought she knew.","English","9780385341653","['Fantasy', 'Paranormal', 'Urban Fantasy', 'Romance', 'Paranormal Romance', 'Fae', 'Adult', 'Fiction', 'Magic', 'Supernatural']","['MacKayla Lane', 'Rowena', ""Dani O'Malley"", 'Jericho Barrons', ""V'lane"", 'Lord Master', ""Derek O'Bannion"", 'Christian MacKeltar', 'Ryodan', 'Darroc']","Hardcover","","386","Delacorte Press","08/18/09","","[]","90464","['51289', '27677', '9086', '1729', '683']","97","['Dublin (Ireland)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429621657l/6050298.jpg","9027","114",7.18
"54479.Around_the_World_in_Eighty_Days","Around the World in Eighty Days","Extraordinary Voyages #11","Jules Verne, Michael Glencross (Translator, Annotations), Brian W. Aldiss (Introduction)","3.93","One night in the reform club, Phileas Fogg bets his companions that he can travel across the globe in just eighty days. Breaking the well-established routine of his daily life, he immediately sets off for Dover with his astonished valet Passepartout. Passing through exotic lands and dangerous locations, they seize whatever transportation is at hand—whether train or elephant—overcoming set-backs and always racing against the clock.","English","9780140449068","['Classics', 'Fiction', 'Adventure', 'Science Fiction', 'France', 'Travel', 'Fantasy', 'Literature', 'Historical Fiction', 'Novels']","['Fix', 'Phileas Fogg', 'Jean Passepartout', 'Aouda']","Paperback","Extraordinary Voyages #11","252","Penguin Books","02/26/04","01/30/73","['Audie Award for Classic (2006)']","184066","['55314', '72878', '45980', '8295', '1599']","95","['Suez Canal (Egypt)', 'Bombay (India)', 'Calcutta (India)', 'Hong Kong', 'Yokohama (Japan)', 'San Francisco Bay, California (United States)', 'New York State (United States)', 'Liverpool, England (United Kingdom)', 'Singapore City (Singapore)', 'London, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308815551l/54479.jpg","9015","143",1.79
"11768.The_Hotel_New_Hampshire","The Hotel New Hampshire","","John Irving (Goodreads Author)","3.91","“The first of my father’s illusions was that bears could survive the life lived by human beings, and the second was that human beings could survive a life led in hotels.” So says John Berry, son of a hapless dreamer, brother to a cadre of eccentric siblings, and chronicler of the lives lived, the loves experienced, the deaths met, and the myriad strange and wonderful times encountered by the family Berry. Hoteliers, pet-bear owners, friends of Freud (the animal trainer and vaudevillian, that is), and playthings of mad fate, they “dream on” in a funny, sad, outrageous, and moving novel by the remarkable author of A Prayer for Owen Meany and Last Night in Twisted River.","English","9780552992091","['Fiction', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Classics', 'American', 'Humor', 'The United States Of America', 'Adult Fiction']","['John Berry', 'Franny Berry', 'Frank Berry', 'Win Berry', 'Lilly Berry']","Paperback","","520","Black Swan","10/22/82","10/28/81","['National Book Award Finalist for Fiction (Hardcover) (1982)']","58211","['16652', '23690', '14377', '2872', '620']","94","['New Hampshire (United States)', 'Vienna (Austria)', 'New York City, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318013543l/11768.jpg","8966","127",3.11
"7805.Pale_Fire","Pale Fire","","Vladimir Nabokov","4.12","The American poet John Shade is dead. His last poem, 'Pale Fire', is put into a book, together with a preface, a lengthy commentary and notes by Shade's editor, Charles Kinbote. Known on campus as the 'Great Beaver', Kinbote is haughty, inquisitive, intolerant, but is he also mad, bad - and even dangerous? As his wildly eccentric annotations slide into the personal and the fantastical, Kinbote reveals perhaps more than he should be.Nabokov's darkly witty, richly inventive masterpiece is a suspenseful whodunit, a story of one-upmanship and dubious penmanship, and a glorious literary conundrum.Part of a major new series of the works of Vladimir Nabokov, author of Lolita and Pale Fire, in Penguin Classics.","English","9999999999999","['Fiction', 'Classics', 'Poetry', 'Russia', 'Literature', 'Novels', 'Russian Literature', 'Literary Fiction', '20th Century', 'American']","['John Shade', 'Sybil (Nabokov)', 'Charles Kinbote', 'Botkin', 'Gradus', 'Jack Grey', 'Judge Goldsworth']","Paperback","Penguin Modern Classics","246","Penguin Books Ltd","08/31/00","10/28/62","['National Book Award Finalist for Fiction (1963)']","43261","['20076', '13182', '6349', '2283', '1371']","92","['New Wye, Appalachia (United States)', 'Cedarn, Utana (United States)', 'Zembla']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388155863l/7805.jpg","8963","117",""
"10569.On_Writing","On Writing: A Memoir of the Craft","","Stephen King (Goodreads Author)","4.33","""Long live the King"" hailed Entertainment Weekly upon the publication of Stephen King's On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer's craft, comprising the basic tools of the trade every writer must have. King's advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported near-fatal accident in 1999 -- and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it -- fans, writers, and anyone who loves a great story well told.(back cover)","English","9780743455961","['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Reference', 'Autobiography', 'Audiobook', 'Biography Memoir', 'Books About Books', 'Horror']","['Stephen King']","Mass Market Paperback","US / CAN","320","Pocket Books","07/28/02","10/28/00","['Bram Stoker Award for Best Non-Fiction (2000)', 'Locus Award for Best Non-Fiction (2001)', 'Puddly Award for Writing (2001)']","222383","['115614', '74000', '25533', '4860', '2376']","97","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207l/10569._SY475_.jpg","8936","123",5.52
"13928.Daughter_of_the_Forest","Daughter of the Forest","Sevenwaters #1","Juliet Marillier (Goodreads Author)","4.24","Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters. Bereft of a mother, she is comforted by her six brothers who love and protect her. Sorcha is the light in their lives: they are determined that she know only contentment.But Sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only Sorcha can lift—by staying silent. If she speaks before she completes the quest set to her by the Fair Folk and their queen, the Lady of the Forest, she will lose her brothers forever.When Sorcha is kidnapped by the enemies of Sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. Sorcha despairs at ever being able to complete her task, but the magic of the Fair Folk knows no boundaries, and love is the strongest magic of them all...","English","9999999999999","['Fantasy', 'Romance', 'Fiction', 'Historical Fiction', 'Fairy Tales', 'Young Adult', 'Historical', 'Magic', 'Retellings', 'Adult']","['Simon Holt', 'Lord Colum', 'Hugh of Harrowfield', 'Liam the God', 'Lady Anne', 'Sorcha', 'Finbar', 'Diarmid', 'Padriac', 'Margery', 'Fat Janis', 'Cormack', 'Father Brian', 'Seamus Redbeard', 'Lady Oonagh', 'Eilis', 'Richard of Northwoods', 'Benedict of Greystones', 'John   --']","Paperback","","554","Tom Doherty Associates","02/18/02","04/01/99","['Locus Award Nominee for Best First Novel (2001)', 'ALA Alex Award (2001)', 'Aurealis Award Nominee for Fantasy Novel (1999)']","56257","['28550', '17325', '7182', '1930', '1270']","94","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343589988l/13928.jpg","8919","106",""
"3407877-the-forgotten-garden","The Forgotten Garden","","Kate Morton (Goodreads Author)","4.14","A foundling, an old book of dark fairy tales, a secret garden, an aristocratic family, a love denied, and a mystery. The Forgotten Garden is a captivating, atmospheric and compulsively readable story of the past, secrets, family and memory from the international best-selling author Kate Morton.Cassandra is lost, alone and grieving. Her much loved grandmother, Nell, has just died and Cassandra, her life already shaken by a tragic accident ten years ago, feels like she has lost everything dear to her. But an unexpected and mysterious bequest from Nell turns Cassandra’s life upside down and ends up challenging everything she thought she knew about herself and her family.Inheriting a book of dark and intriguing fairytales written by Eliza Makepeace—the Victorian authoress who disappeared mysteriously in the early twentieth century—Cassandra takes her courage in both hands to follow in the footsteps of Nell on a quest to find out the truth about their history, their family and their past; little knowing that in the process, she will also discover a new life for herself.","English","9780330449601","['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Australia', 'Romance', 'Adult Fiction', 'Adult', 'British Literature', 'Book Club']","['Cassandra Ryan', ""Nell O'Connor"", 'Eliza Makepeace', 'Rose Mountrachet']","Paperback","","648","Pan Books","06/01/08","","['Australian Book Industry Award (ABIA) for General Fiction (2009)', '本屋大賞 Nominee for Translated Fiction (2012)']","191102","['75348', '76756', '31209', '5965', '1824']","96","['Australia', 'Cornwall, England']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777l/3407877._SY475_.jpg","8896","113",2.76
"29946.Illusions","Illusions: The Adventures of a Reluctant Messiah","Illusions #1","Richard Bach (Goodreads Author)","4.14","In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda — former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar....In Illusions, Richard Bach takes to the air to discover the ageless truths that give our souls wings: that people don't need airplanes to soar...that even the darkest clouds have meaning once we lift ourselves above them... and that messiahs can be found in the unlikeliest places — like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.","English","9999999999999","['Fiction', 'Philosophy', 'Spirituality', 'Fantasy', 'Classics', 'Religion', 'Inspirational', 'Literature', 'Self Help', 'Novels']","[]","Paperback","","144","Arrow Books Ltd","03/12/01","10/28/77","['National Book Award Finalist for Religion/Inspiration (Paperback) (1980)']","56980","['27101', '16338', '9383', '2922', '1236']","93","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306l/29946.jpg","8895","114",""
"1848.Wild_Swans","Wild Swans: Three Daughters of China","","Jung Chang","4.26","The story of three generations in twentieth-century China that blends the intimacy of memoir and the panoramic sweep of eyewitness history—a bestselling classic in thirty languages with more than ten million copies sold around the world, now with a new introduction from the author.An engrossing record of Mao’s impact on China, an unusual window on the female experience in the modern world, and an inspiring tale of courage and love, Jung Chang describes the extraordinary lives and experiences of her family members: her grandmother, a warlord’s concubine; her mother’s struggles as a young idealistic Communist; and her parents’ experience as members of the Communist elite and their ordeal during the Cultural Revolution. Chang was a Red Guard briefly at the age of fourteen, then worked as a peasant, a “barefoot doctor,” a steelworker, and an electrician. As the story of each generation unfolds, Chang captures in gripping, moving—and ultimately uplifting—detail the cycles of violent drama visited on her own family and millions of others caught in the whirlwind of history.","English","9999999999999","['Nonfiction', 'History', 'China', 'Biography', 'Memoir', 'Asia', 'Historical', 'Autobiography', 'Biography Memoir', 'Asian Literature']","[]","Paperback","","562","Simon Schuster","08/12/03","10/28/91","['NCR Book Award (1992)', 'British Book Award (1993)']","91348","['44614', '30961', '11792', '2577', '1404']","96","['China']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710l/1848._SY475_.jpg","8858","120",""
"83674.The_Bridges_of_Madison_County","The Bridges of Madison County","","Robert James Waller","3.62","The story of Robert Kincaid, the photographer and free spirit searching for the covered bridges of Madison County, and Francesca Johnson, the farm wife waiting for the fulfillment of a girlhood dream, THE BRIDGES OF MADISON COUNTY gives voice to the longings of men and women everywhere-and shows us what it is to love and be loved so intensely that life is never the same again.","English","9780446364492","['Fiction', 'Romance', 'Classics', 'Chick Lit', 'Contemporary', 'Novels', 'Adult Fiction', 'Adult', 'Love', 'Drama']","['Robert Kincaid', 'Francesca Johnson']","Mass Market Paperback","","224","Grand Central Publishing","09/01/95","04/13/92","['American Booksellers Book Of The Year  Award for Adult Trade (1993)', 'Audie Award for Romance (2015)']","81089","['23834', '23011', '19562', '9274', '5408']","82","['Madison County, Iowa (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141l/83674.jpg","8858","141",2.86
"78983.Kane_and_Abel","Kane and Abel","Kane & Abel #1","Jeffrey Archer","4.31","Born on the same day near the turn of the century on opposite sides of the world, both men are brought together by fate and the quest of a dream. These two men -- ambitious, powerful, ruthless -- are locked in a relentless struggle to build an empire, fuelled by their all-consuming hatred. Over 60 years and three generations, through war, marriage, fortune, and disaster, Kane and Abel battle for the success and triumph that only one man can have.","English","9780312995058","['Fiction', 'Historical Fiction', 'Thriller', 'Drama', 'Classics', 'Novels', 'Historical', 'Mystery', 'Contemporary', 'Mystery Thriller']","['William Kane', 'Abel Rosnovski']","Paperback","","592","St. Martin's Paperbacks","03/13/04","10/28/79","[]","100491","['50156', '34980', '12434', '2172', '749']","97","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388965561l/78983.jpg","8853","104",1.64
"13596809-reflected-in-you","Reflected in You","Crossfire #2","Sylvia Day (Goodreads Author)","4.32","Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... mine.My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... except when it was perfect. Those moments when the driving hunger and desperate love were the most exquisite insanity. We were bound by our need. And our passion would take us beyond our limits to the sweetest, sharpest edge of obsession...","English","9780425263914","['Romance', 'Erotica', 'Contemporary', 'Contemporary Romance', 'Adult', 'Erotic Romance', 'BDSM', 'Fiction', 'New Adult', 'Chick Lit']","['Gideon Cross', 'Eva Tramell']","Paperback","First Edition","338","Berkley","10/23/12","10/02/12","[]","310810","['171117', '85632', '39879', '10360', '3822']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477802540l/13596809.jpg","8846","108",2.8
"24765.Specials","Specials","Uglies #3","Scott Westerfeld (Goodreads Author)","3.76","""Special Circumstances"": The words have sent chills down Tally's spine since her days as a repellent, rebellious ugly. Back then Specials were a sinister rumor -- frighteningly beautiful, dangerously strong, breathtakingly fast. Ordinary pretties might live their whole lives without meeting a Special. But Tally's never been ordinary.And now she's been turned into one of them: a superamped fighting machine, engineered to keep the uglies down and the pretties stupid.The strength, the speed, and the clarity and focus of her thinking feel better than anything Tally can remember. Most of the time. One tiny corner of her heart still remembers something more.Still, it's easy to tune that out -- until Tally's offered a chance to stamp out the rebels of the New Smoke permanently. It all comes down to one last choice: listen to that tiny, faint heartbeat, or carry out the mission she's programmed to complete. Either way, Tally's world will never be the same.","English","9780689865404","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen', 'Adventure', 'Post Apocalyptic', 'Futuristic']","['David Strorm', 'Tally Youngblood', 'Shay', 'Dr. Cable', 'Andrew Simpson Smith', 'Peris', 'Zane (Uglies)']","Hardcover","","384","Simon Pulse","05/09/06","","[]","168534","['48066', '55117', '46564', '14872', '3915']","89","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390340887l/24765.jpg","8804","124",3.5
"373755.Absalom_Absalom_","Absalom, Absalom!","","William Faulkner","3.97","Published in 1936, Absalom, Absalom! is considered by many to be William Faulkner's masterpiece. Although the novel's complex and fragmented structure poses considerable difficulty to readers, the book's literary merits place it squarely in the ranks of America's finest novels. The story concerns Thomas Sutpen, a poor man who finds wealth and then marries into a respectable family. His ambition and extreme need for control bring about his ruin and the ruin of his family. Sutpen's story is told by several narrators, allowing the reader to observe variations in the saga as it is recounted by different speakers. This unusual technique spotlights one of the novel's central questions: To what extent can people know the truth about the past?","English","9780679732181","['Classics', 'Fiction', 'Literature', 'American', 'Novels', 'Historical Fiction', 'Southern', 'Southern Gothic', '20th Century', 'Literary Fiction']","['Quentin Compson III', 'Thomas Sutpen', 'Jason Compson III', 'Shreve', 'Rosa Coldfield', 'Ellen Coldfield', 'Henry Sutpen', 'Judith Sutpen', 'Charles Bon', 'Wash Jones', 'Jim Bond']","Paperback","","316","Vintage","11/30/90","10/28/36","[]","38810","['15538', '11978', '7299', '2539', '1456']","90","['United States of America', 'Mississippi (United States)', 'Yoknapatawpha County, Mississippi (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474680l/373755.jpg","8786","116",5.27
